firstname,surname,email,phone,olp23_ballot1,dob,street_address,municipality,postcode,Gender,organizer,comms_consent,division_electoral_district
Riley,Dalton,riley.dalton030@samplemail.com,5551142564,Nate Erskine-Smith,1955-06-08,218 Riverstone Blvd,,,,,TRUE,
Riley,Dalton,riley.dalton177@samplemail.com,5551142564,Nate Erskine-Smith,1955-06-08,307 Willow Ln,North York,M3C 3P3,,,TRUE,Don Valley West
Lennon,Oakley,lennon.oakley065@example.com,5558196347,Nate Erskine-Smith,1951-06-08,559 Spruce Ave,Scarborough,M1E 2K5,,EmdadKhan,TRUE,Scarborough—Guildwood—Rouge Park
Rowan,Prescott,rowan.prescott247@sandbox.net,5551207712,Nate Erskine-Smith,1997-06-07,848 Spruce Cres,Scarborough,M1N 3X8,,Kate,TRUE,Scarborough Southwest
Harper,Oakley,harper.oakley211@sandbox.net,5551627776,Nate Erskine-Smith,1992-06-07,854 Magnolia Terr,Scarborough,M1N 3Y8,,EmdadKhan,TRUE,Scarborough Southwest
Finley,Dalton,finley.dalton123@samplemail.com,5559308504,Nate Erskine-Smith,1991-06-07,655 Juniper St,Scarborough,M1G 3S5,,,TRUE,Scarborough—Woburn
Harper,Callaghan,harper.callaghan078@testmail.org,5555649674,Nate Erskine-Smith,1978-06-07,214-234 Maple Pl,Richmond Hill,L4S 1T6,,,TRUE,Richmond Hill South
Morgan,Archer,morgan.archer158@testmail.org,5554789696,Nate Erskine-Smith,1960-06-07,750 Foxglove Way,Mississauga,L5N 6Y8,Male,faisaljavaid,TRUE,
Hayden,Winslow,hayden.winslow113@sandbox.net,5550701441,Nate Erskine-Smith,1957-06-07,657 Pinecrest St,Deseronto,,,,TRUE,
Sloane,Whitaker,sloane.whitaker243@samplemail.com,5555334540,Nate Erskine-Smith,1956-06-07,352 Willow Ave,East York,M4G 3H7,,,TRUE,Don Valley West
Jordan,Langley,jordan.langley058@sandbox.net,5554104854,Nate Erskine-Smith,1954-06-07,597 Willow Ave,Toronto,M4L 3M2,,,TRUE,Beaches—East York
Hayden,Noble,hayden.noble146@testmail.org,5557627887,Nate Erskine-Smith,1954-06-07,111-473 Elm Terr,Port Dover,N0A 1N8,,,TRUE,Haldimand—Norfolk
Parker,Sterling,parker.sterling095@samplemail.com,5554188085,Nate Erskine-Smith,1953-06-07,239-381 Spruce Pl,East York,M4C 3T1,,,TRUE,Beaches—East York
Reese,Sterling,reese.sterling007@samplemail.com,5552495824,Nate Erskine-Smith,1946-06-07,117-419 Maple Ave,Etobicoke,M8Z 2Y1,,,TRUE,Etobicoke—Lakeshore
Reese,Winslow,reese.winslow080@sandbox.net,5551011407,Nate Erskine-Smith,1990-06-06,797 Pinecrest Ave,Hamilton,L9B 2K7,,Rubel,TRUE,Hamilton Mountain
Lennon,Winslow,lennon.winslow144@demoapp.dev,5556533971,Nate Erskine-Smith,1989-06-06,295-598 Magnolia Rd,Ottawa,K1N 5C2,,,TRUE,Ottawa—Vanier—Gloucester
Lennon,Everett,lennon.everett067@sandbox.net,5557874254,Nate Erskine-Smith,1970-06-06,583 Juniper Rd,Sudbury,P3E 6K5,,,TRUE,
Rowan,Sterling,rowan.sterling233@example.com,5553977084,Nate Erskine-Smith,1967-06-06,384 Elm Terr,Hamilton,L9A 1H2,Female,,TRUE,Hamilton Mountain
Tatum,Kensington,tatum.kensington103@testmail.org,5555363958,Nate Erskine-Smith,1966-06-06,840 Laurel St,Mississauga,L5M 8C1,,ImranMian,TRUE,Mississauga—Erin Mills
Jordan,Gallagher,jordan.gallagher067@samplemail.com,5554832560,Nate Erskine-Smith,1948-06-06,376 Birch Rd,St Catharines,L2M 7T5,,HusseinHamdani,TRUE,St. Catharines
Peyton,Whitaker,peyton.whitaker105@testmail.org,5552171106,Nate Erskine-Smith,1944-06-06,670 Juniper St,Pickering,L1W 2P7,,,TRUE,Pickering—Brooklin
Skyler,Gallagher,skyler.gallagher173@example.com,5556403935,Nate Erskine-Smith,2003-06-05,280 Sycamore St,Toronto,M1L 1S7,,,TRUE,Scarborough Southwest
Taylor,Langley,taylor.langley067@sandbox.net,5550974652,Nate Erskine-Smith,1994-06-05,393 Willow Blvd,St Catharines,L2M 4T3,,,TRUE,St. Catharines
Skyler,Callaghan,skyler.callaghan150@sandbox.net,5554538476,Nate Erskine-Smith,1994-06-05,944 Laurel Dr,Manotick,K4M 1B7,,,TRUE,Carleton
Skyler,Dalton,skyler.dalton110@testmail.org,5554224656,Nate Erskine-Smith,1988-06-05,853 Pinecrest Terr,Mississauga,L5B 4E6,,,TRUE,Mississauga Centre
Quinn,Sterling,quinn.sterling186@sandbox.net,5552565460,Nate Erskine-Smith,1988-06-05,231-773 Silverleaf Dr,Scarborough,M1N 3L1,,AndreasKloppenborg,TRUE,Scarborough Southwest
Tatum,Winslow,tatum.winslow063@samplemail.com,5554316357,Nate Erskine-Smith,1987-06-05,909 Ash St,Scarborough,M1C 4H7,,,TRUE,
Taylor,Thatcher,taylor.thatcher026@sandbox.net,5550643369,Nate Erskine-Smith,1978-06-05,173 Hemlock Ln,Toronto,M4C 4B2,,,TRUE,Beaches—East York
Rowan,Bennett,rowan.bennett109@samplemail.com,5557753193,Nate Erskine-Smith,1968-06-05,814 Hemlock Rd,North York,M6A 2L6,,,TRUE,Eglinton—Lawrence
Quinn,Dalton,quinn.dalton206@testmail.org,5555697743,Nate Erskine-Smith,1965-06-05,141 Stonebridge Cres,East York,M4B 2Z8,,,TRUE,Beaches—East York
Jordan,Bennett,jordan.bennett071@samplemail.com,5556180818,Nate Erskine-Smith,1960-06-05,139-791 Hemlock Ave,Brampton,L6T 3K9,,,TRUE,Brampton—Chinguacousy Park
Rowan,Oakley,rowan.oakley220@sandbox.net,5557975820,Nate Erskine-Smith,1955-06-05,281-627 Foxglove Rd,Scarborough,M1B 6C3,,,TRUE,Scarborough North
Rowan,Jamison,rowan.jamison001@sandbox.net,5551819239,Nate Erskine-Smith,1953-06-05,124-891 Sycamore Terr,Guelph,N1G 1E6,,,TRUE,
Tatum,Callaghan,tatum.callaghan012@example.com,5556937288,Nate Erskine-Smith,1951-06-05,908 Spruce Dr,Stouffville,L4A 4K9,,,TRUE,York—Durham
Quinn,Kensington,quinn.kensington106@sandbox.net,5550359006,Nate Erskine-Smith,1997-06-04,340 Foxglove Way,Burlington,L7R 0E6,,Bita,TRUE,Burlington
Tatum,Bennett,tatum.bennett223@testmail.org,5559317914,Nate Erskine-Smith,1984-06-04,548 Magnolia Way,Newmarket,L3X 0G1,Female,,TRUE,Newmarket—Aurora
Tatum,Fitzgerald,tatum.fitzgerald118@sandbox.net,5555397492,Nate Erskine-Smith,1982-06-04,477 Pinecrest Way,Scarborough,M1L 4P2,,,TRUE,Scarborough Southwest
Skyler,Gallagher,skyler.gallagher155@demoapp.dev,5557289732,Nate Erskine-Smith,1966-06-04,272 Cedar Pl,Mississauga,L5M 7R5,,ImranMian,TRUE,Mississauga—Erin Mills
Tatum,Callaghan,tatum.callaghan093@testmail.org,5554103613,Nate Erskine-Smith,1959-06-04,352-388 Spruce Cres,Milton,L9T 5M4,,,TRUE,Milton East—Halton Hills South
Sawyer,Prescott,sawyer.prescott028@sandbox.net,5556518491,Nate Erskine-Smith,1959-06-04,571 Willow Pl,Toronto,M4L 3L2,,,TRUE,Beaches—East York
Sawyer,Thatcher,sawyer.thatcher031@example.com,5551484803,Nate Erskine-Smith,1955-06-04,435 Hemlock Rd,Missisauga,L5M 5C7,F,HarminderDhillon,TRUE,
Sawyer,Callaghan,sawyer.callaghan142@testmail.org,5553943837,Nate Erskine-Smith,1955-06-04,185-742 Spruce Ave,Mississauga,L5M 5C7,,HarminderDhillon,TRUE,
Harper,Thatcher,harper.thatcher168@samplemail.com,5558120708,Nate Erskine-Smith,1942-06-04,182-243 Silverleaf Blvd,Bolton,L7E 4K5,,,TRUE,Dufferin—Caledon
Lennon,Kensington,lennon.kensington007@samplemail.com,5550017928,Nate Erskine-Smith,1985-06-30,978 Magnolia St,Toronto,M4L 1P9,,,TRUE,Beaches—East York
Avery,Prescott,avery.prescott004@example.com,5557140677,Nate Erskine-Smith,1983-06-30,292-808 Spruce Terr,Scarborough,M1K 1H5,,ShishirPandey,TRUE,Scarborough Southwest
Finley,Noble,finley.noble062@sandbox.net,5556220612,Nate Erskine-Smith,1962-06-30,171 Spruce Blvd,Brampton,L6S 4J1,,,TRUE,Brampton—Chinguacousy Park
Skyler,Gallagher,skyler.gallagher212@testmail.org,5556669985,Nate Erskine-Smith,1957-06-30,479 Spruce Blvd,Sudbury,P3L 1L6,,,TRUE,Sudbury
Taylor,Sterling,taylor.sterling242@demoapp.dev,5552656551,Nate Erskine-Smith,1995-06-03,141-460 Poplar Pl,Toronto,M4N 1W2,,natebessner,TRUE,Don Valley West
Dakota,Archer,dakota.archer203@example.com,5559311564,Nate Erskine-Smith,1995-06-03,296 Chestnut St,Thunder Bay,P7C 1Z5,,doveparmar,TRUE,Thunder Bay—Rainy River
Sloane,Dalton,sloane.dalton007@example.com,5551051828,Nate Erskine-Smith,1983-06-03,249 Chestnut Rd,Scarborough,M1P 3J2,,,TRUE,Scarborough—Woburn
Riley,Bennett,riley.bennett081@testmail.org,5550390098,Nate Erskine-Smith,1969-06-03,189 Maple St,Brampton,L6X 2R4,,,TRUE,Brampton Centre
Finley,Dalton,finley.dalton030@demoapp.dev,5551051375,Nate Erskine-Smith,1957-06-03,888 Sycamore Rd,Scarborough,M1W 3S1,,RobertSmith,TRUE,Scarborough—Agincourt
Morgan,Callaghan,morgan.callaghan254@samplemail.com,5556952459,Nate Erskine-Smith,1953-06-03,286 Elm Terr,Brantford,N3P 1X3,,,TRUE,Brantford—Brant South—Six Nations
Morgan,Callaghan,morgan.callaghan162@samplemail.com,5556952459,Nate Erskine-Smith,1953-06-03,286 Elm Terr,Brantford,N3P 1X3,Female,,TRUE,Brantford—Brant South—Six Nations
Lennon,Noble,lennon.noble133@demoapp.dev,5551509582,Nate Erskine-Smith,1952-06-03,227 Willow Dr,Pickering,L1V 1E6,,LinaMaragha,TRUE,Pickering—Brooklin
Harper,Monroe,harper.monroe116@example.com,5558465313,Nate Erskine-Smith,1943-06-03,842 Willow Rd,Toronto,M4C 5L5,,,TRUE,Beaches—East York
Hayden,Sterling,hayden.sterling107@samplemail.com,5555648126,Nate Erskine-Smith,1941-06-03,666 Juniper Ln,Wasaga Beach,L9Z 0E6,,,TRUE,Simcoe—Grey
Hayden,Sterling,hayden.sterling233@samplemail.com,5557599059,Nate Erskine-Smith,1941-06-03,666 Juniper Ln,Wasaga Beach,L9Z 0E6,,,TRUE,Simcoe—Grey
Avery,Fitzgerald,avery.fitzgerald243@demoapp.dev,5556490225,Nate Erskine-Smith,1938-06-03,796 Pinecrest Ave,Toronto,M4V 1X7,,,TRUE,Toronto—St. Paul's
Jordan,Fitzgerald,jordan.fitzgerald065@demoapp.dev,5559634906,Nate Erskine-Smith,2006-06-29,927 Hemlock Blvd,Scarborough Centre,M1P 1E5,,,TRUE,Scarborough Centre—Don Valley East
Jordan,Jamison,jordan.jamison127@demoapp.dev,5550052231,Nate Erskine-Smith,1998-06-29,392 Magnolia Terr,Mississauga,L5M 7X6,,faisaljavaid,TRUE,
Sawyer,Prescott,sawyer.prescott065@example.com,5554655620,Nate Erskine-Smith,1989-06-29,103 Cedar Rd,Stoney Creek,L8E 4Y7,,HarminderDhillon,TRUE,Hamilton East—Stoney Creek
Taylor,Whitaker,taylor.whitaker252@samplemail.com,5559669943,Nate Erskine-Smith,1989-06-29,425 Hawthorn Cres,Toronto,M4C 5L5,,,TRUE,Beaches—East York
Reese,Fitzgerald,reese.fitzgerald180@samplemail.com,5553308289,Nate Erskine-Smith,1984-06-29,489 Stonebridge Dr,Milton,L9T 0Z8,,,TRUE,Milton East—Halton Hills South
Harper,Langley,harper.langley115@samplemail.com,5552942821,Nate Erskine-Smith,1979-06-29,552 Maple Way,Toronto,M4C 2T4,,,TRUE,Beaches—East York
Quinn,Jamison,quinn.jamison033@sandbox.net,5557525398,Nate Erskine-Smith,1978-06-29,827 Silverleaf St,North York,M5M 2Y5,,,TRUE,Eglinton—Lawrence
Sawyer,Bennett,sawyer.bennett170@samplemail.com,5553153628,Nate Erskine-Smith,1975-06-29,981 Birch Rd,Toronto,M4A 1K9,Male,ShishirPandey,TRUE,
Finley,Everett,finley.everett200@demoapp.dev,5553150136,Nate Erskine-Smith,1975-06-29,679 Birch Cres,Collingwood,L9Y 3L4,,,TRUE,Simcoe—Grey
Tatum,Whitaker,tatum.whitaker201@example.com,5554128340,Nate Erskine-Smith,1957-06-29,509 Sycamore Terr,Brockville,,,,TRUE,
Tatum,Whitaker,tatum.whitaker147@testmail.org,5554128340,Nate Erskine-Smith,1957-06-29,509 Sycamore Terr,Brockville,K6V 6Y4,Female,,TRUE,Leeds—Grenville—Thousand Islands—Rideau Lakes
Avery,Winslow,avery.winslow203@demoapp.dev,5553226746,Nate Erskine-Smith,1952-06-29,297 Chestnut Ave,Caledon,L7K 1V4,,,TRUE,Dufferin—Caledon
Tatum,Harrison,tatum.harrison093@testmail.org,5550568864,Nate Erskine-Smith,2007-06-28,678 Juniper Terr,Markham,L6B 0W5,,,TRUE,Markham—Stouffville
Reese,Prescott,reese.prescott172@sandbox.net,5554130260,Nate Erskine-Smith,2000-06-28,315-826 Hawthorn Rd,Richmond Hill,L4S 2J9,,,TRUE,Richmond Hill South
Taylor,Sterling,taylor.sterling146@sandbox.net,5559476259,Nate Erskine-Smith,1998-06-28,811 Silverleaf Cres,Toronto,M2K 0G4,,,TRUE,Don Valley North
Peyton,Prescott,peyton.prescott241@testmail.org,5553955785,Nate Erskine-Smith,1998-06-28,750 Spruce Ln,Toronto,M4V 2T2,,,TRUE,
Quinn,Langley,quinn.langley161@testmail.org,5556692912,Nate Erskine-Smith,1991-06-28,500 Maple St,Sudbury,P3C 5H1,,haileyshort,TRUE,Sudbury
Avery,Fitzgerald,avery.fitzgerald036@testmail.org,5558626916,Nate Erskine-Smith,1990-06-28,311 Hawthorn Way,Caesarea,L0B 1E0,M,,TRUE,York—Durham
Taylor,Prescott,taylor.prescott221@sandbox.net,5555336140,Nate Erskine-Smith,1990-06-28,331 Juniper Cres,Ottawa,K2P 0R9,,,TRUE,Ottawa Centre
Sawyer,Gallagher,sawyer.gallagher185@example.com,5557783381,Nate Erskine-Smith,1971-06-28,105 Stonebridge Cres,Toronto,M4V 3E3,,MattNoble,TRUE,Toronto—St. Paul's
Sawyer,Oakley,sawyer.oakley024@example.com,5554329111,Nate Erskine-Smith,1965-06-28,470 Willow Way,Toronto,M5V 1C2,,,TRUE,Spadina—Harbourfront
Hayden,Everett,hayden.everett003@testmail.org,5550037751,Nate Erskine-Smith,1959-06-28,393 Ash Terr,Lions Head,N0H 1W0,,,TRUE,
Hayden,Everett,hayden.everett202@sandbox.net,5552341644,Nate Erskine-Smith,1959-06-28,393 Ash Terr,Lions Head,N0H 1W0,,,TRUE,
Sawyer,Dalton,sawyer.dalton070@example.com,5550257303,Nate Erskine-Smith,1959-06-28,222-446 Maple Ln,Scarborough,M1S 4R2,,,TRUE,Scarborough North
Jordan,Ramsey,jordan.ramsey119@demoapp.dev,5555739706,Nate Erskine-Smith,1955-06-28,182 Laurel Ln,Stratford,N5A 7Y7,Male,,TRUE,Perth—Wellington
Quinn,Archer,quinn.archer037@samplemail.com,5555903556,Nate Erskine-Smith,1955-06-28,134 Cedar Dr,Toronto,M4E 3B4,,,TRUE,Beaches—East York
Jordan,Everett,jordan.everett246@testmail.org,5559634229,Nate Erskine-Smith,1948-06-28,782 Poplar Cres,Acton,L7J 2X4,,,TRUE,Wellington—Halton Hills North
Avery,Whitaker,avery.whitaker201@samplemail.com,5553656740,Nate Erskine-Smith,2000-06-27,412 Poplar Terr,Milton,L9T 0R8,,HarminderDhillon,TRUE,
